Ath_Name,Host_City,Discipline,Event,Event_Gender,Gender,Medal,NOC,Sport,Summer,Winter,Year
"IMHOFF, Darrall",Rome,Basketball,basketball,M,Men,Gold,USA,Basketball,True,False,1960
"KELLEY, Allen",Rome,Basketball,basketball,M,Men,Gold,USA,Basketball,True,False,1960
"LANE, Lester",Rome,Basketball,basketball,M,Men,Gold,USA,Basketball,True,False,1960
"LUCAS, Jerry",Rome,Basketball,basketball,M,Men,Gold,USA,Basketball,True,False,1960
"ROBERTSON, Oscar",Rome,Basketball,basketball,M,Men,Gold,USA,Basketball,True,False,1960
"SMITH, Adrian",Rome,Basketball,basketball,M,Men,Gold,USA,Basketball,True,False,1960
"WEST, Jerry",Rome,Basketball,basketball,M,Men,Gold,USA,Basketball,True,False,1960
"KORNEYEV, Yury",Rome,Basketball,basketball,M,Men,Silver,URS,Basketball,True,False,1960
"KRÜMINŠ, Jãnis",Rome,Basketball,basketball,M,Men,Silver,URS,Basketball,True,False,1960
"MINASHVILI, Guram",Rome,Basketball,basketball,M,Men,Silver,URS,Basketball,True,False,1960
"MUIZNIEKS, Valdis",Rome,Basketball,basketball,M,Men,Silver,URS,Basketball,True,False,1960
"OZERS, Cesars",Rome,Basketball,basketball,M,Men,Silver,URS,Basketball,True,False,1960
"PETROV, Aleksandr",Rome,Basketball,basketball,M,Men,Silver,URS,Basketball,True,False,1960
"SEMYONOV, Mikhail",Rome,Basketball,basketball,M,Men,Silver,URS,Basketball,True,False,1960
"UGREKHELIDZE, Vladimir",Rome,Basketball,basketball,M,Men,Silver,URS,Basketball,True,False,1960
"VALDMANIS, Maigonis",Rome,Basketball,basketball,M,Men,Silver,URS,Basketball,True,False,1960
"VALTIN, Albert",Rome,Basketball,basketball,M,Men,Silver,URS,Basketball,True,False,1960
"VOLNOV, Gennady",Rome,Basketball,basketball,M,Men,Silver,URS,Basketball,True,False,1960
"ZUBKOV, Viktor",Rome,Basketball,basketball,M,Men,Silver,URS,Basketball,True,False,1960
"BISPO DOS SANTOS, Edson",Rome,Basketball,basketball,M,Men,Bronze,BRA,Basketball,True,False,1960
"BLÁS, Moysés",Rome,Basketball,basketball,M,Men,Bronze,BRA,Basketball,True,False,1960
"BLATSKAUSKAS, Waldemar",Rome,Basketball,basketball,M,Men,Bronze,BRA,Basketball,True,False,1960
"DE AZEVEDO, Zenny",Rome,Basketball,basketball,M,Men,Bronze,BRA,Basketball,True,False,1960
"DE SOUZA, Carmo",Rome,Basketball,basketball,M,Men,Bronze,BRA,Basketball,True,False,1960
"DOMINGO MASSONI, Carlos",Rome,Basketball,basketball,M,Men,Bronze,BRA,Basketball,True,False,1960
"GERALDO BOCCARDO, Waldyr",Rome,Basketball,basketball,M,Men,Bronze,BRA,Basketball,True,False,1960
"MARQUES, Wlamir",Rome,Basketball,basketball,M,Men,Bronze,BRA,Basketball,True,False,1960
"PASOS AMAURY, Antonio",Rome,Basketball,basketball,M,Men,Bronze,BRA,Basketball,True,False,1960
"PEREIRA DE FREITAS, Fernando",Rome,Basketball,basketball,M,Men,Bronze,BRA,Basketball,True,False,1960
"SALVADOR SUCAR, Antonio",Rome,Basketball,basketball,M,Men,Bronze,BRA,Basketball,True,False,1960
"SCHALL JATYR, Eduardo",Rome,Basketball,basketball,M,Men,Bronze,BRA,Basketball,True,False,1960
"TÃ–RÃ–K, Gyula",Rome,Boxing,- 51kg,M,Men,Gold,HUN,Boxing,True,False,1960
"SIVKO, Sergei",Rome,Boxing,- 51kg,M,Men,Silver,URS,Boxing,True,False,1960
"EL GINDY, Abdel Moneim",Rome,Boxing,- 51kg,M,Men,Bronze,EGY,Boxing,True,False,1960
"TANABE, Kiyoshi",Rome,Boxing,- 51kg,M,Men,Bronze,JPN,Boxing,True,False,1960
"DE PICCOLI, Francesco",Rome,Boxing,+ 81kg,M,Men,Gold,ITA,Boxing,True,False,1960
"BEKKER, Daniel",Rome,Boxing,+ 81kg,M,Men,Silver,RSA,Boxing,True,False,1960
"NEMEC, Josef",Rome,Boxing,+ 81kg,M,Men,Bronze,TCH,Boxing,True,False,1960
"SIEGMUND, Günter",Rome,Boxing,+ 81kg,M,Men,Bronze,EUA,Boxing,True,False,1960
"GRIGORYEV, Oleg",Rome,Boxing,51 - 54kg,M,Men,Gold,URS,Boxing,True,False,1960
"ZAMPARINI, Primo",Rome,Boxing,51 - 54kg,M,Men,Silver,ITA,Boxing,True,False,1960
"BENDIG, Brunon",Rome,Boxing,51 - 54kg,M,Men,Bronze,POL,Boxing,True,False,1960
"TAYLOR, Oliver",Rome,Boxing,51 - 54kg,M,Men,Bronze,AUS,Boxing,True,False,1960
"MUSSO, Francesco",Rome,Boxing,54 - 57kg,M,Men,Gold,ITA,Boxing,True,False,1960
"ADAMSKI, Jerzy",Rome,Boxing,54 - 57kg,M,Men,Silver,POL,Boxing,True,False,1960
"LIMMONEN, Jorma",Rome,Boxing,54 - 57kg,M,Men,Bronze,FIN,Boxing,True,False,1960
"MEYERS, William",Rome,Boxing,54 - 57kg,M,Men,Bronze,RSA,Boxing,True,False,1960
"PAZDZIOR, Kazimierz",Rome,Boxing,57 - 60kg,M,Men,Gold,POL,Boxing,True,False,1960
"LOPOPOLO, Alessandro",Rome,Boxing,57 - 60kg,M,Men,Silver,ITA,Boxing,True,False,1960
"LAUDONIO, Abel",Rome,Boxing,57 - 60kg,M,Men,Bronze,ARG,Boxing,True,False,1960
"MCTAGGART, Richard",Rome,Boxing,57 - 60kg,M,Men,Bronze,GBR,Boxing,True,False,1960
"NEMECEK, Bohumil",Rome,Boxing,60 - 63.5kg,M,Men,Gold,TCH,Boxing,True,False,1960
"QUARTEY, Ike",Rome,Boxing,60 - 63.5kg,M,Men,Silver,GHA,Boxing,True,False,1960
"DANIELS, Quincey",Rome,Boxing,60 - 63.5kg,M,Men,Bronze,USA,Boxing,True,False,1960
"KASPRZYK, Marian",Rome,Boxing,60 - 63.5kg,M,Men,Bronze,POL,Boxing,True,False,1960
"BENVENUTI, Giovanni",Rome,Boxing,63.5 - 67kg,M,Men,Gold,ITA,Boxing,True,False,1960
"RADONYAK, Yuri",Rome,Boxing,63.5 - 67kg,M,Men,Silver,URS,Boxing,True,False,1960
"DROGOSZ, Leszek (Lech)",Rome,Boxing,63.5 - 67kg,M,Men,Bronze,POL,Boxing,True,False,1960
"LLOYD, Jim",Rome,Boxing,63.5 - 67kg,M,Men,Bronze,GBR,Boxing,True,False,1960
"MCCLURE, Wilbert",Rome,Boxing,67 - 71kg,M,Men,Gold,USA,Boxing,True,False,1960
"BOSSI, Carmelo",Rome,Boxing,67 - 71kg,M,Men,Silver,ITA,Boxing,True,False,1960
"FISHER, William",Rome,Boxing,67 - 71kg,M,Men,Bronze,GBR,Boxing,True,False,1960
"LAGUTIN, Boris",Rome,Boxing,67 - 71kg,M,Men,Bronze,URS,Boxing,True,False,1960
"CROOK, Edward",Rome,Boxing,71-75kg,M,Men,Gold,USA,Boxing,True,False,1960
"WALASEK, Tadeusz",Rome,Boxing,71-75kg,M,Men,Silver,POL,Boxing,True,False,1960
"FEOFANOV, Yevgeny",Rome,Boxing,71-75kg,M,Men,Bronze,URS,Boxing,True,False,1960
"MONEA, Ion",Rome,Boxing,71-75kg,M,Men,Bronze,ROU,Boxing,True,False,1960
"CLAY, Cassius",Rome,Boxing,75 - 81kg,M,Men,Gold,USA,Boxing,True,False,1960
"PIETRZYKOWSKI, Zbigniew",Rome,Boxing,75 - 81kg,M,Men,Silver,POL,Boxing,True,False,1960
"MADIGAN, Anthony",Rome,Boxing,75 - 81kg,M,Men,Bronze,AUS,Boxing,True,False,1960
"SARAUDI, Giulio",Rome,Boxing,75 - 81kg,M,Men,Bronze,ITA,Boxing,True,False,1960
"PARTI, János",Rome,Canoe Sprint,C-1 1000m,M,Men,Gold,HUN,Canoe,True,False,1960
"SILAEV, Aleksandr",Rome,Canoe Sprint,C-1 1000m,M,Men,Silver,URS,Canoe,True,False,1960
"ROTMAN, Leon",Rome,Canoe Sprint,C-1 1000m,M,Men,Bronze,ROU,Canoe,True,False,1960
"GEISHTOR, Leonid",Rome,Canoe Sprint,C-2 1000m,M,Men,Gold,URS,Canoe,True,False,1960
"MAKARENKO, Sergey",Rome,Canoe Sprint,C-2 1000m,M,Men,Gold,URS,Canoe,True,False,1960
"DEZI, Aldo",Rome,Canoe Sprint,C-2 1000m,M,Men,Silver,ITA,Canoe,True,False,1960
"LA MACCHIA, Francesco",Rome,Canoe Sprint,C-2 1000m,M,Men,Silver,ITA,Canoe,True,False,1960
"FARKAS, Imre",Rome,Canoe Sprint,C-2 1000m,M,Men,Bronze,HUN,Canoe,True,False,1960
"TÖRO, Andras Istvan",Rome,Canoe Sprint,C-2 1000m,M,Men,Bronze,HUN,Canoe,True,False,1960
"HANSEN, Erik",Rome,Canoe Sprint,K-1 1000m,M,Men,Gold,DEN,Canoe,True,False,1960
"SZÖLLÖSI, Imre",Rome,Canoe Sprint,K-1 1000m,M,Men,Silver,HUN,Canoe,True,False,1960
"FREDRIKSSON, Gert",Rome,Canoe Sprint,K-1 1000m,M,Men,Bronze,SWE,Canoe,True,False,1960
"KRAUSE, Dieter",Rome,Canoe Sprint,K-1 4x500m,M,Men,Gold,EUA,Canoe,True,False,1960
"LANGE, Paul",Rome,Canoe Sprint,K-1 4x500m,M,Men,Gold,EUA,Canoe,True,False,1960
"PERLEBERG, Günter",Rome,Canoe Sprint,K-1 4x500m,M,Men,Gold,EUA,Canoe,True,False,1960
"WENTZKE, Friedhelm",Rome,Canoe Sprint,K-1 4x500m,M,Men,Gold,EUA,Canoe,True,False,1960
"KEMECSEY, Imre",Rome,Canoe Sprint,K-1 4x500m,M,Men,Silver,HUN,Canoe,True,False,1960
"MESZAROS, György",Rome,Canoe Sprint,K-1 4x500m,M,Men,Silver,HUN,Canoe,True,False,1960
"SZENTE, AndrÃ¡s",Rome,Canoe Sprint,K-1 4x500m,M,Men,Silver,HUN,Canoe,True,False,1960
"SZÖLLÖSI, Imre",Rome,Canoe Sprint,K-1 4x500m,M,Men,Silver,HUN,Canoe,True,False,1960
"HANSEN, Erik",Rome,Canoe Sprint,K-1 4x500m,M,Men,Bronze,DEN,Canoe,True,False,1960
"HØYER, Arne",Rome,Canoe Sprint,K-1 4x500m,M,Men,Bronze,DEN,Canoe,True,False,1960
"JESSEN, Erling",Rome,Canoe Sprint,K-1 4x500m,M,Men,Bronze,DEN,Canoe,True,False,1960
"SÖRENSEN, Helmuth Nyborg",Rome,Canoe Sprint,K-1 4x500m,M,Men,Bronze,DEN,Canoe,True,False,1960
"SEREDINA, Antonina",Rome,Canoe Sprint,K-1 500m,W,Women,Gold,URS,Canoe,True,False,1960
"ZENZ, Therese",Rome,Canoe Sprint,K-1 500m,W,Women,Silver,EUA,Canoe,True,False,1960
"WALKOWIAK, Daniela",Rome,Canoe Sprint,K-1 500m,W,Women,Bronze,POL,Canoe,True,False,1960
"FREDRIKSSON, Gert",Rome,Canoe Sprint,K-2 1000m,M,Men,Gold,SWE,Canoe,True,False,1960
"SJÖDELIUS, Sven-Olov",Rome,Canoe Sprint,K-2 1000m,M,Men,Gold,SWE,Canoe,True,False,1960
"MESZAROS, György",Rome,Canoe Sprint,K-2 1000m,M,Men,Silver,HUN,Canoe,True,False,1960
"SZENTE, AndrÃ¡s",Rome,Canoe Sprint,K-2 1000m,M,Men,Silver,HUN,Canoe,True,False,1960
"KAPLANIAK, Stefan",Rome,Canoe Sprint,K-2 1000m,M,Men,Bronze,POL,Canoe,True,False,1960
"ZIELINSKI, Wladyslaw",Rome,Canoe Sprint,K-2 1000m,M,Men,Bronze,POL,Canoe,True,False,1960
"SEREDINA, Antonina",Rome,Canoe Sprint,K-2 500m,W,Women,Gold,URS,Canoe,True,False,1960
"SHUBINA, Mariya",Rome,Canoe Sprint,K-2 500m,W,Women,Gold,URS,Canoe,True,False,1960
"HARTMANN, Ingrid",Rome,Canoe Sprint,K-2 500m,W,Women,Silver,EUA,Canoe,True,False,1960
"ZENZ, Therese",Rome,Canoe Sprint,K-2 500m,W,Women,Silver,EUA,Canoe,True,False,1960
"BÁNFALVI, Klára",Rome,Canoe Sprint,K-2 500m,W,Women,Bronze,HUN,Canoe,True,False,1960
"EGRESI, Vilma",Rome,Canoe Sprint,K-2 500m,W,Women,Bronze,HUN,Canoe,True,False,1960
"KAPITONOV, Viktor",Rome,Cycling Road,individual road,M,Men,Gold,URS,Cycling,True,False,1960
"TRAPE, Livio",Rome,Cycling Road,individual road,M,Men,Silver,ITA,Cycling,True,False,1960
"VAN DEN BERGHEN, Willy",Rome,Cycling Road,individual road,M,Men,Bronze,BEL,Cycling,True,False,1960
"BAILETTI, Antonio",Rome,Cycling Road,Team time trial,M,Men,Gold,ITA,Cycling,True,False,1960
"COGLIATI, Ottavio",Rome,Cycling Road,Team time trial,M,Men,Gold,ITA,Cycling,True,False,1960
"FORNONI, Giacomo",Rome,Cycling Road,Team time trial,M,Men,Gold,ITA,Cycling,True,False,1960
"TRAPE, Livio",Rome,Cycling Road,Team time trial,M,Men,Gold,ITA,Cycling,True,False,1960
"ADLER, Egon",Rome,Cycling Road,Team time trial,M,Men,Silver,EUA,Cycling,True,False,1960
"HAGEN, Erich",Rome,Cycling Road,Team time trial,M,Men,Silver,EUA,Cycling,True,False,1960
"LÖRKE, Günter",Rome,Cycling Road,Team time trial,M,Men,Silver,EUA,Cycling,True,False,1960
"SCHUR, Gustav-Adolf",Rome,Cycling Road,Team time trial,M,Men,Silver,EUA,Cycling,True,False,1960
"KAPITONOV, Viktor",Rome,Cycling Road,Team time trial,M,Men,Bronze,URS,Cycling,True,False,1960
"KLEVTSOV, Yevgeny",Rome,Cycling Road,Team time trial,M,Men,Bronze,URS,Cycling,True,False,1960
"MELIKHOV, Yury",Rome,Cycling Road,Team time trial,M,Men,Bronze,URS,Cycling,True,False,1960
"PETROV, Alexei",Rome,Cycling Road,Team time trial,M,Men,Bronze,URS,Cycling,True,False,1960
"GAIARDONI, Sante",Rome,Cycling Track,1km time trial,M,Men,Gold,ITA,Cycling,True,False,1960
"GIESELER, Dieter",Rome,Cycling Track,1km time trial,M,Men,Silver,EUA,Cycling,True,False,1960
"VARGASHKIN, Rostislav",Rome,Cycling Track,1km time trial,M,Men,Bronze,URS,Cycling,True,False,1960
"BEGHETTO, Giuseppe",Rome,Cycling Track,2000m tandem,M,Men,Gold,ITA,Cycling,True,False,1960
"BIANCHETTO, Sergio",Rome,Cycling Track,2000m tandem,M,Men,Gold,ITA,Cycling,True,False,1960
"SIMON, Jürgen",Rome,Cycling Track,2000m tandem,M,Men,Silver,EUA,Cycling,True,False,1960
"STÄBER, Lothar",Rome,Cycling Track,2000m tandem,M,Men,Silver,EUA,Cycling,True,False,1960
"LEONOV, Vladimir",Rome,Cycling Track,2000m tandem,M,Men,Bronze,URS,Cycling,True,False,1960
"VASILYEV, Boris",Rome,Cycling Track,2000m tandem,M,Men,Bronze,URS,Cycling,True,False,1960
"GAIARDONI, Sante",Rome,Cycling Track,Sprint,M,Men,Gold,ITA,Cycling,True,False,1960
"STERCKX, Leo",Rome,Cycling Track,Sprint,M,Men,Silver,BEL,Cycling,True,False,1960
"GASPARELLA, Valentino",Rome,Cycling Track,Sprint,M,Men,Bronze,ITA,Cycling,True,False,1960
"ARIENTI, Luigi",Rome,Cycling Track,Team Pursuit,M,Men,Gold,ITA,Cycling,True,False,1960
"TESTA, Franco",Rome,Cycling Track,Team Pursuit,M,Men,Gold,ITA,Cycling,True,False,1960
"VALLOTTO, Mario",Rome,Cycling Track,Team Pursuit,M,Men,Gold,ITA,Cycling,True,False,1960
"VIGNA, Marino",Rome,Cycling Track,Team Pursuit,M,Men,Gold,ITA,Cycling,True,False,1960
"BARLEBEN, Bernd",Rome,Cycling Track,Team Pursuit,M,Men,Silver,EUA,Cycling,True,False,1960
"GRÖNING, Peter",Rome,Cycling Track,Team Pursuit,M,Men,Silver,EUA,Cycling,True,False,1960
"KLIEME, Manfred",Rome,Cycling Track,Team Pursuit,M,Men,Silver,EUA,Cycling,True,False,1960
"KÖHLER, Siegfried",Rome,Cycling Track,Team Pursuit,M,Men,Silver,EUA,Cycling,True,False,1960
"BELGARDT, Arnold",Rome,Cycling Track,Team Pursuit,M,Men,Bronze,URS,Cycling,True,False,1960
"KOLUMBET, Leonid",Rome,Cycling Track,Team Pursuit,M,Men,Bronze,URS,Cycling,True,False,1960
"MOSKVIN, Stanislav",Rome,Cycling Track,Team Pursuit,M,Men,Bronze,URS,Cycling,True,False,1960
"ROMANOV, Viktor",Rome,Cycling Track,Team Pursuit,M,Men,Bronze,URS,Cycling,True,False,1960
"FILATOV, Sergei",Rome,Dressage,Individual,X,Men,Gold,URS,Equestrian,True,False,1960
"FISCHER, Gustav",Rome,Dressage,Individual,X,Men,Silver,SUI,Equestrian,True,False,1960
"NECKERMANN, Josef",Rome,Dressage,Individual,X,Men,Bronze,EUA,Equestrian,True,False,1960
"MORGAN, Lawrence",Rome,Eventing,Individual,X,Men,Gold,AUS,Equestrian,True,False,1960
"LAVIS, Neale",Rome,Eventing,Individual,X,Men,Silver,AUS,Equestrian,True,False,1960
"BUHLER, Anton",Rome,Eventing,Individual,X,Men,Bronze,SUI,Equestrian,True,False,1960
"LAVIS, Neale",Rome,Eventing,Team,X,Men,Gold,AUS,Equestrian,True,False,1960
"MORGAN, Lawrence",Rome,Eventing,Team,X,Men,Gold,AUS,Equestrian,True,False,1960
"ROYCROFT, Bill",Rome,Eventing,Team,X,Men,Gold,AUS,Equestrian,True,False,1960
"BUHLER, Anton",Rome,Eventing,Team,X,Men,Silver,SUI,Equestrian,True,False,1960
"GUNTHARDT, Rudolf",Rome,Eventing,Team,X,Men,Silver,SUI,Equestrian,True,False,1960
"SCHWARZENBACH, Hans",Rome,Eventing,Team,X,Men,Silver,SUI,Equestrian,True,False,1960
"LE GOFF, Jack",Rome,Eventing,Team,X,Men,Bronze,FRA,Equestrian,True,False,1960
"LE ROY, Jean Raymond",Rome,Eventing,Team,X,Men,Bronze,FRA,Equestrian,True,False,1960
"LEFRANT, Guy",Rome,Eventing,Team,X,Men,Bronze,FRA,Equestrian,True,False,1960
"D'INZEO, Raimondo",Rome,Jumping,Individual,X,Men,Gold,ITA,Equestrian,True,False,1960
"D'INZEO, Piero",Rome,Jumping,Individual,X,Men,Silver,ITA,Equestrian,True,False,1960
"BROOME, David",Rome,Jumping,Individual,X,Men,Bronze,GBR,Equestrian,True,False,1960
"SCHOCKEMÖHLE, Alwin",Rome,Jumping,Team,X,Men,Gold,EUA,Equestrian,True,False,1960
"THIEDEMANN, Fritz",Rome,Jumping,Team,X,Men,Gold,EUA,Equestrian,True,False,1960
"WINKLER, Hans Günter",Rome,Jumping,Team,X,Men,Gold,EUA,Equestrian,True,False,1960
"CHAPOT, Frank",Rome,Jumping,Team,X,Men,Silver,USA,Equestrian,True,False,1960
"MORRIS, George",Rome,Jumping,Team,X,Men,Silver,USA,Equestrian,True,False,1960
"STEINKRAUS, Bill",Rome,Jumping,Team,X,Men,Silver,USA,Equestrian,True,False,1960
"D'INZEO, Piero",Rome,Jumping,Team,X,Men,Bronze,ITA,Equestrian,True,False,1960
"D'INZEO, Raimondo",Rome,Jumping,Team,X,Men,Bronze,ITA,Equestrian,True,False,1960
"OPPES, Antonio",Rome,Jumping,Team,X,Men,Bronze,ITA,Equestrian,True,False,1960
"DELFINO, Giuseppe",Rome,Fencing,épée individual,M,Men,Gold,ITA,Fencing,True,False,1960
"JAY, Allan",Rome,Fencing,épée individual,M,Men,Silver,GBR,Fencing,True,False,1960
"KHABAROV, Bruno",Rome,Fencing,épée individual,M,Men,Bronze,URS,Fencing,True,False,1960
"DELFINO, Giuseppe",Rome,Fencing,épée Team,M,Men,Gold,ITA,Fencing,True,False,1960
"MANGIAROTTI, Edoardo",Rome,Fencing,épée Team,M,Men,Gold,ITA,Fencing,True,False,1960
"MARINI, Fiorenzo",Rome,Fencing,épée Team,M,Men,Gold,ITA,Fencing,True,False,1960
"PAVESI, Carlo",Rome,Fencing,épée Team,M,Men,Gold,ITA,Fencing,True,False,1960
"PELLEGRINO, Alberto",Rome,Fencing,épée Team,M,Men,Gold,ITA,Fencing,True,False,1960
"SACCARO, Gianluigi",Rome,Fencing,épée Team,M,Men,Gold,ITA,Fencing,True,False,1960
"ALEXANDER, Michael",Rome,Fencing,épée Team,M,Men,Silver,GBR,Fencing,True,False,1960
"HARRISON, Raymond",Rome,Fencing,épée Team,M,Men,Silver,GBR,Fencing,True,False,1960
"HOSKYNS, Henry William Furse",Rome,Fencing,épée Team,M,Men,Silver,GBR,Fencing,True,False,1960
"HOWARD, Michael",Rome,Fencing,épée Team,M,Men,Silver,GBR,Fencing,True,False,1960
"JAY, Allan",Rome,Fencing,épée Team,M,Men,Silver,GBR,Fencing,True,False,1960
"PELLING, John",Rome,Fencing,épée Team,M,Men,Silver,GBR,Fencing,True,False,1960
"CHERNIKOV, Valentin",Rome,Fencing,épée Team,M,Men,Bronze,URS,Fencing,True,False,1960
"CHERNUSHEVICH, Arnold",Rome,Fencing,épée Team,M,Men,Bronze,URS,Fencing,True,False,1960
"KHABAROV, Bruno",Rome,Fencing,épée Team,M,Men,Bronze,URS,Fencing,True,False,1960
"KOSTAVA, Guram",Rome,Fencing,épée Team,M,Men,Bronze,URS,Fencing,True,False,1960
"PAVLOVSKY, Aleksandr",Rome,Fencing,épée Team,M,Men,Bronze,URS,Fencing,True,False,1960
"ZHDANOVICH, Viktor",Rome,Fencing,foil individual,M,Men,Gold,URS,Fencing,True,False,1960
"SISIKIN, Yuri",Rome,Fencing,foil individual,M,Men,Silver,URS,Fencing,True,False,1960
"AXELROD, Albert",Rome,Fencing,foil individual,M,Men,Bronze,USA,Fencing,True,False,1960
"SCHMID, Heidi",Rome,Fencing,foil individual,W,Women,Gold,EUA,Fencing,True,False,1960
"RASTVOROVA, Valentina",Rome,Fencing,foil individual,W,Women,Silver,URS,Fencing,True,False,1960
"VICOL, Maria",Rome,Fencing,foil individual,W,Women,Bronze,ROU,Fencing,True,False,1960
"MIDLER, Mark Petrovich",Rome,Fencing,foil Team,M,Men,Gold,URS,Fencing,True,False,1960
"RUDOV, Yuri",Rome,Fencing,foil Team,M,Men,Gold,URS,Fencing,True,False,1960
"SISIKIN, Yuri",Rome,Fencing,foil Team,M,Men,Gold,URS,Fencing,True,False,1960
"SVESHNIKOV, German",Rome,Fencing,foil Team,M,Men,Gold,URS,Fencing,True,False,1960
"ZHDANOVICH, Viktor",Rome,Fencing,foil Team,M,Men,Gold,URS,Fencing,True,False,1960
"AUREGGI, Aldo",Rome,Fencing,foil Team,M,Men,Silver,ITA,Fencing,True,False,1960
"CARPANEDA, Luigi",Rome,Fencing,foil Team,M,Men,Silver,ITA,Fencing,True,False,1960
"CURLETTO, Mario",Rome,Fencing,foil Team,M,Men,Silver,ITA,Fencing,True,False,1960
"MANGIAROTTI, Edoardo",Rome,Fencing,foil Team,M,Men,Silver,ITA,Fencing,True,False,1960
"PELLEGRINO, Alberto",Rome,Fencing,foil Team,M,Men,Silver,ITA,Fencing,True,False,1960
"BRECHT, Jürgen",Rome,Fencing,foil Team,M,Men,Bronze,EUA,Fencing,True,False,1960
"GERRESHEIM, Tim",Rome,Fencing,foil Team,M,Men,Bronze,EUA,Fencing,True,False,1960
"MEHL, Eberhard",Rome,Fencing,foil Team,M,Men,Bronze,EUA,Fencing,True,False,1960
"THEUERKAUFF, Jürgen",Rome,Fencing,foil Team,M,Men,Bronze,EUA,Fencing,True,False,1960
"GOROKHOVA, Galina",Rome,Fencing,foil Team,W,Women,Gold,URS,Fencing,True,False,1960
"PETRENKO, Tatyana",Rome,Fencing,foil Team,W,Women,Gold,URS,Fencing,True,False,1960
"PRUDSKOVA, Valentina",Rome,Fencing,foil Team,W,Women,Gold,URS,Fencing,True,False,1960
"RASTVOROVA, Valentina",Rome,Fencing,foil Team,W,Women,Gold,URS,Fencing,True,False,1960
"SHISHOVA, Lyudmila",Rome,Fencing,foil Team,W,Women,Gold,URS,Fencing,True,False,1960
"ZABELINA, Aleksandra",Rome,Fencing,foil Team,W,Women,Gold,URS,Fencing,True,False,1960
"JUHASZ-NAGY, Katalin",Rome,Fencing,foil Team,W,Women,Silver,HUN,Fencing,True,False,1960
"NYARI-KOVACS, Magdolna",Rome,Fencing,foil Team,W,Women,Silver,HUN,Fencing,True,False,1960
"REJTO-UJLAKI, Ildiko",Rome,Fencing,foil Team,W,Women,Silver,HUN,Fencing,True,False,1960
"SÁKOVICS-DÖMÖLKY, Lidia",Rome,Fencing,foil Team,W,Women,Silver,HUN,Fencing,True,False,1960
"SZEKELY-MARVALICS, Györgyi",Rome,Fencing,foil Team,W,Women,Silver,HUN,Fencing,True,False,1960
"CAMBER, Irene",Rome,Fencing,foil Team,W,Women,Bronze,ITA,Fencing,True,False,1960
"CESARI, Velleda",Rome,Fencing,foil Team,W,Women,Bronze,ITA,Fencing,True,False,1960
"COLOMBETTI, Bruna",Rome,Fencing,foil Team,W,Women,Bronze,ITA,Fencing,True,False,1960
"PASINI, Claudia",Rome,Fencing,foil Team,W,Women,Bronze,ITA,Fencing,True,False,1960
"RAGNO, Antonella",Rome,Fencing,foil Team,W,Women,Bronze,ITA,Fencing,True,False,1960
"KÁRPÁTI, Rudolf",Rome,Fencing,sabre individual,M,Men,Gold,HUN,Fencing,True,False,1960
"HORVÁTH, Zoltán",Rome,Fencing,sabre individual,M,Men,Silver,HUN,Fencing,True,False,1960
"CALARESE, Wladimiro",Rome,Fencing,sabre individual,M,Men,Bronze,ITA,Fencing,True,False,1960
"DELNEKY, Gábor",Rome,Fencing,sabre Team,M,Men,Gold,HUN,Fencing,True,False,1960
"GEREVICH, Aladár",Rome,Fencing,sabre Team,M,Men,Gold,HUN,Fencing,True,False,1960
"HORVÁTH, Zoltán",Rome,Fencing,sabre Team,M,Men,Gold,HUN,Fencing,True,False,1960
"KÁRPÁTI, Rudolf",Rome,Fencing,sabre Team,M,Men,Gold,HUN,Fencing,True,False,1960
"KOVÁCS, Pál",Rome,Fencing,sabre Team,M,Men,Gold,HUN,Fencing,True,False,1960
"MENDELÉNYI, Tamás",Rome,Fencing,sabre Team,M,Men,Gold,HUN,Fencing,True,False,1960
"KUSZEWSKI, Marian",Rome,Fencing,sabre Team,M,Men,Silver,POL,Fencing,True,False,1960
"OCHYRA, Emil",Rome,Fencing,sabre Team,M,Men,Silver,POL,Fencing,True,False,1960
"PAWLOWSKI, Jerzy",Rome,Fencing,sabre Team,M,Men,Silver,POL,Fencing,True,False,1960
"PIATKOWSKI, Andrzej",Rome,Fencing,sabre Team,M,Men,Silver,POL,Fencing,True,False,1960
"ZABLOCKI, Wojciech",Rome,Fencing,sabre Team,M,Men,Silver,POL,Fencing,True,False,1960
"ZUB, Ryszard",Rome,Fencing,sabre Team,M,Men,Silver,POL,Fencing,True,False,1960
"CALANCHINI, Giampaolo",Rome,Fencing,sabre Team,M,Men,Bronze,ITA,Fencing,True,False,1960
"CALARESE, Wladimiro",Rome,Fencing,sabre Team,M,Men,Bronze,ITA,Fencing,True,False,1960
"CHICCA, Pierluigi",Rome,Fencing,sabre Team,M,Men,Bronze,ITA,Fencing,True,False,1960
"FERRARI, Roberto",Rome,Fencing,sabre Team,M,Men,Bronze,ITA,Fencing,True,False,1960
"RAVAGNAN, Mario",Rome,Fencing,sabre Team,M,Men,Bronze,ITA,Fencing,True,False,1960
"ANKOVIC, Andrija",Rome,Football,football,M,Men,Gold,YUG,Football,True,False,1960
"DURKOVIC, Vladimir",Rome,Football,football,M,Men,Gold,YUG,Football,True,False,1960
"GALIC, Milan",Rome,Football,football,M,Men,Gold,YUG,Football,True,False,1960
